ID,Class Label,Predicted_Class_Label
6445.bmp,144,144
6446.bmp,145,145
6447.bmp,146,146
6448.bmp,147,147
6449.bmp,148,148
6450.bmp,149,149
6451.bmp,150,150
6452.bmp,151,151
6453.bmp,152,152
6454.bmp,153,153
6455.bmp,154,154
6456.bmp,155,155
6457.bmp,1,1
6458.bmp,7,7
6459.bmp,8,8
6460.bmp,18,18
6461.bmp,21,21
6462.bmp,22,22
6463.bmp,23,23
6464.bmp,24,24
6465.bmp,25,25
6466.bmp,26,26
6467.bmp,27,27
6468.bmp,28,28
6469.bmp,29,29
6470.bmp,30,30
6471.bmp,31,25
6472.bmp,32,32
6473.bmp,33,84
6474.bmp,34,34
6475.bmp,35,35
6476.bmp,36,36
6477.bmp,37,37
6478.bmp,38,39
6479.bmp,39,39
6480.bmp,40,40
6481.bmp,41,41
6482.bmp,42,42
6483.bmp,43,43
6484.bmp,44,44
6485.bmp,45,45
6486.bmp,46,94
6487.bmp,47,47
6488.bmp,48,48
6489.bmp,49,145
6490.bmp,50,50
6491.bmp,51,51
6492.bmp,52,52
6493.bmp,53,53
6494.bmp,54,54
6495.bmp,55,55
6496.bmp,56,56
6497.bmp,57,57
6498.bmp,58,100
6499.bmp,59,59
6500.bmp,60,60
6501.bmp,61,61
6502.bmp,62,62
6503.bmp,63,63
6504.bmp,64,64
6505.bmp,65,107
6506.bmp,66,66
6507.bmp,67,102
6508.bmp,68,68
6509.bmp,69,69
6510.bmp,70,70
6511.bmp,71,71
6512.bmp,72,72
6513.bmp,73,115
6514.bmp,74,74
6515.bmp,75,75
6516.bmp,76,76
6517.bmp,77,89
6518.bmp,78,78
6519.bmp,79,79
6520.bmp,0,0
6521.bmp,81,81
6522.bmp,82,80
6523.bmp,83,83
6524.bmp,84,84
6525.bmp,85,85
6526.bmp,86,86
6527.bmp,87,87
6528.bmp,88,88
6529.bmp,89,89
6530.bmp,90,90
6531.bmp,91,91
6532.bmp,92,92
6533.bmp,93,93
6534.bmp,94,94
6535.bmp,95,95
6536.bmp,96,96
6537.bmp,97,96
6538.bmp,98,98
6539.bmp,99,99
6540.bmp,100,100
6541.bmp,101,101
6542.bmp,102,102
6543.bmp,103,103
6544.bmp,104,104
6545.bmp,105,105
6546.bmp,106,106
6547.bmp,107,106
6548.bmp,108,108
6549.bmp,109,109
6550.bmp,110,110
6551.bmp,111,111
6552.bmp,112,112
6553.bmp,113,113
6554.bmp,114,72
6555.bmp,115,114
6556.bmp,116,116
6557.bmp,117,117
6558.bmp,118,118
6559.bmp,119,119
6560.bmp,120,120
6561.bmp,121,144
6562.bmp,122,122
6563.bmp,123,122
6564.bmp,124,124
6565.bmp,125,6
6566.bmp,126,126
6567.bmp,127,127
6568.bmp,128,128
6569.bmp,129,151
6570.bmp,130,151
6571.bmp,131,131
6572.bmp,132,131
6573.bmp,133,133
6574.bmp,134,134
6575.bmp,135,134
6576.bmp,136,135
6577.bmp,137,137
6578.bmp,138,138
6579.bmp,139,139
6580.bmp,140,140
6581.bmp,141,140
6582.bmp,142,142
6583.bmp,143,143
6584.bmp,144,144
6585.bmp,145,49
6586.bmp,146,146
6587.bmp,147,147
6588.bmp,148,9
6589.bmp,149,9
6590.bmp,150,150
6591.bmp,151,151
6592.bmp,152,152
6593.bmp,153,153
6594.bmp,154,154
6595.bmp,155,155
6596.bmp,1,1
6597.bmp,2,2
6598.bmp,7,7
6599.bmp,8,8
6600.bmp,18,18
6601.bmp,21,21
6602.bmp,22,24
6603.bmp,23,23
6604.bmp,24,24
6605.bmp,25,33
6606.bmp,26,26
6607.bmp,27,27
6608.bmp,28,28
6609.bmp,29,28
6610.bmp,30,30
6611.bmp,31,31
6612.bmp,32,32
6613.bmp,33,33
6614.bmp,34,34
6615.bmp,35,35
6616.bmp,36,36
6617.bmp,37,37
6618.bmp,38,38
6619.bmp,39,39
6620.bmp,40,40
6621.bmp,41,41
6622.bmp,42,42
6623.bmp,43,43
6624.bmp,44,116
6625.bmp,45,93
6626.bmp,46,127
6627.bmp,47,47
6628.bmp,48,48
6629.bmp,49,49
6630.bmp,50,56
6631.bmp,51,51
6632.bmp,52,52
6633.bmp,53,53
6634.bmp,54,54
6635.bmp,55,55
6636.bmp,56,56
6637.bmp,57,57
6638.bmp,58,58
6639.bmp,59,59
6640.bmp,60,36
6641.bmp,61,61
6642.bmp,62,62
6643.bmp,63,63
6644.bmp,64,64
6645.bmp,65,65
6646.bmp,66,66
6647.bmp,67,67
6648.bmp,68,110
6649.bmp,69,69
6650.bmp,70,70
6651.bmp,71,71
6652.bmp,72,72
6653.bmp,73,73
6654.bmp,74,74
6655.bmp,75,63
6656.bmp,76,76
6657.bmp,77,77
6658.bmp,78,78
6659.bmp,79,79
6660.bmp,0,4
6661.bmp,81,81
6662.bmp,82,82
6663.bmp,83,83
6664.bmp,84,84
6665.bmp,85,85
6666.bmp,86,86
6667.bmp,87,87
6668.bmp,88,88
6669.bmp,89,89
6670.bmp,90,90
6671.bmp,91,91
6672.bmp,92,92
6673.bmp,93,93
6674.bmp,94,94
6675.bmp,95,95
6676.bmp,96,96
6677.bmp,97,97
6678.bmp,98,98
6679.bmp,99,99
6680.bmp,100,100
6681.bmp,101,101
6682.bmp,102,102
6683.bmp,103,103
6684.bmp,104,104
6685.bmp,105,105
6686.bmp,106,106
6687.bmp,107,107
6688.bmp,108,108
6689.bmp,109,109
6690.bmp,110,110
6691.bmp,111,111
6692.bmp,112,112
6693.bmp,113,113
6694.bmp,114,114
6695.bmp,115,115
6696.bmp,116,116
6697.bmp,117,117
6698.bmp,118,118
6699.bmp,119,119
6700.bmp,120,120
6701.bmp,121,121
6702.bmp,122,122
6703.bmp,123,122
6704.bmp,124,124
6705.bmp,125,125
6706.bmp,126,126
6707.bmp,127,127
6708.bmp,128,128
6709.bmp,129,151
6710.bmp,130,130
6711.bmp,131,131
6712.bmp,132,132
6713.bmp,133,133
6714.bmp,134,134
6715.bmp,135,135
6716.bmp,136,136
6717.bmp,137,137
6718.bmp,138,138
6719.bmp,139,139
6720.bmp,140,140
6721.bmp,141,141
6722.bmp,142,142
6723.bmp,143,143
6724.bmp,144,144
6725.bmp,145,145
6726.bmp,146,146
6727.bmp,147,147
6728.bmp,148,148
6729.bmp,149,149
6730.bmp,150,150
6731.bmp,151,151
6732.bmp,152,152
6733.bmp,153,153
6734.bmp,154,154
6735.bmp,155,155
6736.bmp,1,1
6737.bmp,2,2
6738.bmp,7,7
6739.bmp,8,8
6740.bmp,18,18
6741.bmp,21,21
6742.bmp,22,22
6743.bmp,23,23
6744.bmp,24,24
6745.bmp,25,25
6746.bmp,26,26
6747.bmp,27,27
6748.bmp,28,28
6749.bmp,29,29
6750.bmp,30,30
6751.bmp,31,31
6752.bmp,32,32
6753.bmp,33,33
6754.bmp,34,34
6755.bmp,35,35
6756.bmp,36,60
6757.bmp,37,37
6758.bmp,38,38
6759.bmp,39,39
6760.bmp,40,40
6761.bmp,41,41
6762.bmp,42,42
6763.bmp,43,43
6764.bmp,44,44
6765.bmp,45,45
6766.bmp,46,46
6767.bmp,47,47
6768.bmp,48,48
6769.bmp,49,49
6770.bmp,50,20
6771.bmp,51,51
6772.bmp,52,52
6773.bmp,53,53
6774.bmp,54,54
6775.bmp,55,55
6776.bmp,56,56
6777.bmp,57,57
6778.bmp,58,58
6779.bmp,59,59
6780.bmp,60,60
6781.bmp,61,61
6782.bmp,62,62
6783.bmp,63,63
6784.bmp,64,64
6785.bmp,65,65
6786.bmp,66,66
6787.bmp,67,67
6788.bmp,68,68
6789.bmp,69,69
6790.bmp,70,70
6791.bmp,71,71
6792.bmp,72,72
6793.bmp,73,73
6794.bmp,74,74
6795.bmp,75,75
6796.bmp,76,76
6797.bmp,77,77
6798.bmp,78,78
6799.bmp,79,79
6800.bmp,0,0
6801.bmp,81,81
6802.bmp,82,82
6803.bmp,83,83
6804.bmp,84,84
6805.bmp,85,85
6806.bmp,86,86
6807.bmp,87,87
6808.bmp,88,88
6809.bmp,89,89
6810.bmp,90,90
6811.bmp,91,91
6812.bmp,92,92
6813.bmp,93,93
6814.bmp,94,94
6815.bmp,95,95
6816.bmp,96,96
6817.bmp,97,97
6818.bmp,98,98
6819.bmp,99,99
6820.bmp,100,100
6821.bmp,101,101
6822.bmp,102,102
6823.bmp,103,103
6824.bmp,104,104
6825.bmp,105,105
6826.bmp,106,106
6827.bmp,107,107
6828.bmp,108,108
6829.bmp,109,109
6830.bmp,110,110
6831.bmp,111,111
6832.bmp,112,112
6833.bmp,113,110
6834.bmp,114,114
6835.bmp,115,85
6836.bmp,116,116
6837.bmp,117,117
6838.bmp,118,118
6839.bmp,119,119
6840.bmp,120,120
6841.bmp,121,121
6842.bmp,122,122
6843.bmp,123,123
6844.bmp,124,124
6845.bmp,125,125
6846.bmp,126,126
6847.bmp,127,127
6848.bmp,128,128
6849.bmp,129,151
6850.bmp,130,130
6851.bmp,131,131
6852.bmp,132,132
6853.bmp,133,133
6854.bmp,134,134
6855.bmp,135,134
6856.bmp,136,136
6857.bmp,137,137
6858.bmp,138,138
6859.bmp,139,139
6860.bmp,140,140
6861.bmp,141,141
6862.bmp,142,142
6863.bmp,143,143
6864.bmp,144,144
6865.bmp,145,145
6866.bmp,146,146
6867.bmp,147,147
6868.bmp,148,148
6869.bmp,149,149
6870.bmp,150,150
6871.bmp,151,151
6872.bmp,152,147
6873.bmp,153,153
6874.bmp,154,154
6875.bmp,155,155
6876.bmp,1,1
6877.bmp,2,2
6878.bmp,7,7
6879.bmp,8,8
6880.bmp,18,25
6881.bmp,21,21
6882.bmp,22,22
6883.bmp,23,23
6884.bmp,24,24
6885.bmp,25,25
6886.bmp,26,26
6887.bmp,27,27
6888.bmp,28,28
6889.bmp,29,29
6890.bmp,30,30
6891.bmp,31,31
6892.bmp,32,32
6893.bmp,33,33
6894.bmp,34,34
6895.bmp,35,35
6896.bmp,36,36
6897.bmp,37,37
6898.bmp,38,38
6899.bmp,39,39
6900.bmp,40,40
6901.bmp,41,41
6902.bmp,42,42
6903.bmp,43,43
6904.bmp,44,116
6905.bmp,45,117
6906.bmp,46,46
6907.bmp,47,47
6908.bmp,48,48
6909.bmp,49,49
6910.bmp,50,50
6911.bmp,51,51
6912.bmp,52,52
6913.bmp,53,53
6914.bmp,54,54
6915.bmp,55,55
6916.bmp,56,56
6917.bmp,57,57
6918.bmp,58,22
6919.bmp,59,23
6920.bmp,60,60
6921.bmp,61,61
6922.bmp,62,62
6923.bmp,63,63
6924.bmp,64,64
6925.bmp,65,65
6926.bmp,66,66
6927.bmp,67,67
6928.bmp,68,68
6929.bmp,69,69
6930.bmp,70,70
6931.bmp,71,71
6932.bmp,72,72
6933.bmp,73,73
6934.bmp,74,74
6935.bmp,75,75
6936.bmp,76,76
6937.bmp,77,77
6938.bmp,78,78
6939.bmp,79,79
6940.bmp,0,4
6941.bmp,81,81
6942.bmp,82,82
6943.bmp,83,83
6944.bmp,84,84
6945.bmp,85,85
6946.bmp,86,86
6947.bmp,87,87
6948.bmp,88,88
6949.bmp,89,89
6950.bmp,90,90
6951.bmp,91,91
6952.bmp,92,92
6953.bmp,93,93
6954.bmp,94,94
6955.bmp,95,95
6956.bmp,96,96
6957.bmp,97,97
6958.bmp,98,98
6959.bmp,99,99
6960.bmp,100,100
6961.bmp,101,101
6962.bmp,102,102
6963.bmp,103,103
6964.bmp,104,104
6965.bmp,105,105
6966.bmp,106,106
6967.bmp,107,107
6968.bmp,108,108
6969.bmp,109,109
6970.bmp,110,110
6971.bmp,111,111
6972.bmp,112,112
6973.bmp,113,83
6974.bmp,114,114
6975.bmp,115,115
6976.bmp,116,116
6977.bmp,117,117
6978.bmp,118,118
6979.bmp,119,119
6980.bmp,120,120
6981.bmp,121,121
6982.bmp,122,122
6983.bmp,123,123
6984.bmp,124,124
6985.bmp,125,125
6986.bmp,126,128
6987.bmp,127,127
6988.bmp,128,152
6989.bmp,129,129
6990.bmp,130,129
6991.bmp,131,131
6992.bmp,132,132
6993.bmp,133,127
6994.bmp,134,135
6995.bmp,135,135
6996.bmp,136,136
6997.bmp,137,137
6998.bmp,138,138
6999.bmp,139,139
7000.bmp,140,140
7001.bmp,141,141
7002.bmp,142,142
7003.bmp,143,143
7004.bmp,144,144
7005.bmp,145,145
7006.bmp,146,146
7007.bmp,147,152
7008.bmp,148,148
7009.bmp,149,149
7010.bmp,150,150
7011.bmp,151,151
7012.bmp,152,152
7013.bmp,153,153
7014.bmp,154,154
7015.bmp,155,155
7016.bmp,1,1
7017.bmp,2,2
7018.bmp,7,7
7019.bmp,8,8
7020.bmp,18,42
7021.bmp,21,21
7022.bmp,22,22
7023.bmp,23,23
7024.bmp,24,24
7025.bmp,25,25
7026.bmp,26,26
7027.bmp,27,27
7028.bmp,28,28
7029.bmp,29,29
7030.bmp,30,30
7031.bmp,31,31
7032.bmp,32,32
7033.bmp,33,33
7034.bmp,34,34
7035.bmp,35,35
7036.bmp,36,36
7037.bmp,37,37
7038.bmp,38,38
7039.bmp,39,39
7040.bmp,40,40
7041.bmp,41,41
7042.bmp,42,42
7043.bmp,43,43
7044.bmp,44,44
7045.bmp,45,45
7046.bmp,46,46
7047.bmp,47,47
7048.bmp,48,48
7049.bmp,49,49
7050.bmp,50,50
7051.bmp,51,51
7052.bmp,52,52
7053.bmp,53,53
7054.bmp,54,54
7055.bmp,55,55
7056.bmp,56,56
7057.bmp,57,57
7058.bmp,58,58
7059.bmp,59,59
7060.bmp,60,60
7061.bmp,61,61
7062.bmp,62,62
7063.bmp,63,63
7064.bmp,64,64
7065.bmp,65,65
7066.bmp,66,66
7067.bmp,67,67
7068.bmp,68,68
7069.bmp,69,69
7070.bmp,70,70
7071.bmp,71,71
7072.bmp,72,72
7073.bmp,73,73
7074.bmp,74,74
7075.bmp,75,75
7076.bmp,76,76
7077.bmp,77,77
7078.bmp,78,78
7079.bmp,79,79
7080.bmp,0,7
7081.bmp,81,81
7082.bmp,82,82
7083.bmp,83,83
7084.bmp,84,84
7085.bmp,85,85
7086.bmp,86,86
7087.bmp,87,87
7088.bmp,88,88
7089.bmp,89,89
7090.bmp,90,90
7091.bmp,91,91
7092.bmp,92,92
7093.bmp,93,93
7094.bmp,94,94
7095.bmp,95,95
7096.bmp,96,96
7097.bmp,97,33
7098.bmp,98,98
7099.bmp,99,99
7100.bmp,100,100
7101.bmp,101,98
7102.bmp,102,102
7103.bmp,103,103
7104.bmp,104,104
7105.bmp,105,105
7106.bmp,106,106
7107.bmp,107,107
7108.bmp,108,108
7109.bmp,109,109
7110.bmp,110,110
7111.bmp,111,111
7112.bmp,112,22
7113.bmp,113,113
7114.bmp,114,114
7115.bmp,115,115
7116.bmp,116,116
7117.bmp,117,117
7118.bmp,118,118
7119.bmp,119,119
7120.bmp,120,120
7121.bmp,121,121
7122.bmp,122,144
7123.bmp,123,123
7124.bmp,124,124
7125.bmp,125,125
7126.bmp,126,126
7127.bmp,127,127
7128.bmp,128,128
7129.bmp,129,151
7130.bmp,130,130
7131.bmp,131,131
7132.bmp,132,132
7133.bmp,133,133
7134.bmp,134,134
7135.bmp,135,134
7136.bmp,136,136
7137.bmp,137,137
7138.bmp,138,138
7139.bmp,139,137
7140.bmp,140,140
7141.bmp,141,141
7142.bmp,142,142
7143.bmp,143,143
7144.bmp,144,144
7145.bmp,145,145
7146.bmp,146,146
7147.bmp,147,147
7148.bmp,148,148
7149.bmp,149,149
7150.bmp,150,150
7151.bmp,151,151
7152.bmp,152,152
7153.bmp,153,153
7154.bmp,154,154
7155.bmp,155,155
7156.bmp,1,1
7157.bmp,2,2
7158.bmp,7,7
7159.bmp,8,8
7160.bmp,18,18
7161.bmp,21,21
7162.bmp,22,22
7163.bmp,23,23
7164.bmp,24,24
7165.bmp,25,25
7166.bmp,26,26
7167.bmp,27,27
7168.bmp,28,28
7169.bmp,29,29
7170.bmp,30,30
7171.bmp,31,31
7172.bmp,32,32
7173.bmp,33,33
7174.bmp,34,34
7175.bmp,35,35
7176.bmp,36,36
7177.bmp,37,37
7178.bmp,38,38
7179.bmp,39,39
7180.bmp,40,40
7181.bmp,41,41
7182.bmp,42,42
7183.bmp,43,43
7184.bmp,44,44
7185.bmp,45,45
7186.bmp,46,46
7187.bmp,47,47
7188.bmp,48,48
7189.bmp,49,49
7190.bmp,50,50
7191.bmp,51,51
7192.bmp,52,52
7193.bmp,53,53
7194.bmp,54,54
7195.bmp,55,55
7196.bmp,56,56
7197.bmp,57,57
7198.bmp,58,58
7199.bmp,59,59
7200.bmp,60,60
7201.bmp,61,61
7202.bmp,62,62
7203.bmp,63,63
7204.bmp,64,64
7205.bmp,65,65
7206.bmp,66,66
7207.bmp,67,67
7208.bmp,68,68
7209.bmp,69,69
7210.bmp,70,70
7211.bmp,71,71
7212.bmp,72,72
7213.bmp,73,73
7214.bmp,74,74
7215.bmp,75,75
7216.bmp,76,76
7217.bmp,77,77
7218.bmp,78,78
7219.bmp,79,79
7220.bmp,0,0
7221.bmp,81,81
7222.bmp,82,82
7223.bmp,83,83
7224.bmp,84,84
7225.bmp,85,85
7226.bmp,86,86
7227.bmp,87,87
7228.bmp,88,88
7229.bmp,89,89
7230.bmp,90,90
7231.bmp,91,91
7232.bmp,92,92
7233.bmp,93,93
7234.bmp,94,94
7235.bmp,95,95
7236.bmp,96,96
7237.bmp,97,96
7238.bmp,98,98
7239.bmp,99,99
7240.bmp,100,100
7241.bmp,101,101
7242.bmp,102,102
7243.bmp,103,103
7244.bmp,104,104
7245.bmp,105,105
7246.bmp,106,106
7247.bmp,107,107
7248.bmp,108,108
7249.bmp,109,109
7250.bmp,110,110
7251.bmp,111,111
7252.bmp,112,112
7253.bmp,113,113
7254.bmp,114,72
7255.bmp,115,115
7256.bmp,116,116
7257.bmp,117,117
7258.bmp,118,118
7259.bmp,119,119
7260.bmp,120,102
7261.bmp,121,121
7262.bmp,122,122
7263.bmp,123,123
7264.bmp,124,124
7265.bmp,125,125
7266.bmp,126,126
7267.bmp,127,127
7268.bmp,128,152
7269.bmp,129,130
7270.bmp,130,130
7271.bmp,131,131
7272.bmp,132,134
7273.bmp,133,133
7274.bmp,134,134
7275.bmp,135,135
7276.bmp,136,136
7277.bmp,137,137
7278.bmp,138,138
7279.bmp,139,139
7280.bmp,140,140
7281.bmp,141,141
7282.bmp,142,142
7283.bmp,143,143
7284.bmp,144,144
7285.bmp,145,145
7286.bmp,146,146
7287.bmp,147,147
7288.bmp,148,148
7289.bmp,149,149
7290.bmp,150,150
7291.bmp,151,151
7292.bmp,152,152
7293.bmp,153,153
7294.bmp,154,154
7295.bmp,155,155
7296.bmp,1,1
7297.bmp,2,2
7298.bmp,7,7
7299.bmp,8,8
7300.bmp,18,18
7301.bmp,21,21
7302.bmp,22,22
7303.bmp,23,23
7304.bmp,24,24
7305.bmp,25,25
7306.bmp,26,26
7307.bmp,27,27
7308.bmp,28,28
7309.bmp,29,29
7310.bmp,30,30
7311.bmp,31,31
7312.bmp,32,32
7313.bmp,33,33
7314.bmp,34,34
7315.bmp,35,35
7316.bmp,36,36
7317.bmp,37,61
7318.bmp,38,38
7319.bmp,39,39
7320.bmp,40,40
7321.bmp,41,41
7322.bmp,42,42
7323.bmp,43,43
7324.bmp,44,44
7325.bmp,45,45
7326.bmp,46,46
7327.bmp,47,47
7328.bmp,48,48
7329.bmp,49,49
7330.bmp,50,50
7331.bmp,51,51
7332.bmp,52,52
7333.bmp,53,53
7334.bmp,54,54
7335.bmp,55,55
7336.bmp,56,56
7337.bmp,57,57
7338.bmp,58,58
7339.bmp,59,59
7340.bmp,60,60
7341.bmp,61,61
7342.bmp,62,62
7343.bmp,63,63
7344.bmp,64,64
7345.bmp,65,69
7346.bmp,66,66
7347.bmp,67,67
7348.bmp,68,68
7349.bmp,69,69
7350.bmp,70,70
7351.bmp,71,71
7352.bmp,72,72
7353.bmp,73,73
7354.bmp,74,68
7355.bmp,75,75
7356.bmp,76,76
7357.bmp,77,77
7358.bmp,78,78
7359.bmp,79,79
7360.bmp,0,0
7361.bmp,81,81
7362.bmp,82,82
7363.bmp,83,83
7364.bmp,84,84
7365.bmp,85,85
7366.bmp,86,86
7367.bmp,87,87
7368.bmp,88,88
7369.bmp,89,89
7370.bmp,90,90
7371.bmp,91,91
7372.bmp,92,92
7373.bmp,93,93
7374.bmp,94,94
7375.bmp,95,95
7376.bmp,96,96
7377.bmp,97,96
7378.bmp,98,98
7379.bmp,99,99
7380.bmp,100,100
7381.bmp,101,101
7382.bmp,102,102
7383.bmp,103,103
7384.bmp,104,104
7385.bmp,105,105
7386.bmp,106,106
7387.bmp,107,107
7388.bmp,108,108
7389.bmp,109,109
7390.bmp,110,110
7391.bmp,111,111
7392.bmp,112,112
7393.bmp,113,113
7394.bmp,114,114
7395.bmp,115,115
7396.bmp,116,116
7397.bmp,117,117
7398.bmp,118,118
7399.bmp,119,119
7400.bmp,120,120
7401.bmp,121,121
7402.bmp,122,122
7403.bmp,123,123
7404.bmp,124,124
7405.bmp,125,125
7406.bmp,126,126
7407.bmp,127,127
7408.bmp,128,128
7409.bmp,129,129
7410.bmp,130,130
7411.bmp,131,131
7412.bmp,132,132
7413.bmp,133,133
7414.bmp,134,134
7415.bmp,135,135
7416.bmp,136,136
7417.bmp,137,137
7418.bmp,138,138
7419.bmp,139,139
7420.bmp,140,140
7421.bmp,141,141
7422.bmp,142,142
7423.bmp,143,143
7424.bmp,144,144
7425.bmp,145,145
7426.bmp,146,146
7427.bmp,147,147
7428.bmp,148,148
7429.bmp,149,149
7430.bmp,150,150
7431.bmp,151,151
7432.bmp,152,152
7433.bmp,153,153
7434.bmp,154,154
7435.bmp,155,155
7436.bmp,1,1
7437.bmp,2,2
7438.bmp,7,7
7439.bmp,8,8
7440.bmp,18,18
7441.bmp,21,21
7442.bmp,22,22
7443.bmp,23,23
7444.bmp,24,24
7445.bmp,25,25
7446.bmp,26,26
7447.bmp,27,27
7448.bmp,28,28
7449.bmp,29,29
7450.bmp,30,30
7451.bmp,31,31
7452.bmp,32,32
7453.bmp,33,33
7454.bmp,34,34
7455.bmp,35,35
7456.bmp,36,36
7457.bmp,37,37
7458.bmp,38,38
7459.bmp,39,39
7460.bmp,40,40
7461.bmp,41,41
7462.bmp,42,42
7463.bmp,43,43
7464.bmp,44,44
7465.bmp,45,45
7466.bmp,46,46
7467.bmp,47,47
7468.bmp,48,125
7469.bmp,49,49
7470.bmp,50,50
7471.bmp,51,51
7472.bmp,52,52
7473.bmp,53,59
7474.bmp,54,154
7475.bmp,55,55
7476.bmp,56,56
7477.bmp,57,57
7478.bmp,58,58
7479.bmp,59,59
7480.bmp,60,31
7481.bmp,61,61
7482.bmp,62,62
7483.bmp,63,63
7484.bmp,64,64
7485.bmp,65,65
7486.bmp,66,66
7487.bmp,67,67
7488.bmp,68,68
7489.bmp,69,69
7490.bmp,70,70
7491.bmp,71,71
7492.bmp,72,72
7493.bmp,73,73
7494.bmp,74,74
7495.bmp,75,75
7496.bmp,76,76
7497.bmp,77,77
7498.bmp,78,78
7499.bmp,79,79
7500.bmp,0,0
7501.bmp,81,81
7502.bmp,82,82
7503.bmp,83,83
7504.bmp,84,84
7505.bmp,85,85
7506.bmp,86,86
7507.bmp,87,87
7508.bmp,88,88
7509.bmp,89,89
7510.bmp,90,90
7511.bmp,91,91
7512.bmp,92,92
7513.bmp,93,93
7514.bmp,94,94
7515.bmp,95,95
7516.bmp,96,96
7517.bmp,97,97
7518.bmp,98,98
7519.bmp,99,99
7520.bmp,100,100
7521.bmp,101,101
7522.bmp,102,102
7523.bmp,103,103
7524.bmp,104,104
7525.bmp,105,105
7526.bmp,106,155
7527.bmp,107,107
7528.bmp,108,108
7529.bmp,109,109
7530.bmp,110,110
7531.bmp,111,111
7532.bmp,112,112
7533.bmp,113,113
7534.bmp,114,114
7535.bmp,115,114
7536.bmp,116,116
7537.bmp,117,117
7538.bmp,118,118
7539.bmp,119,119
7540.bmp,120,120
7541.bmp,121,121
7542.bmp,122,122
7543.bmp,123,122
7544.bmp,124,124
7545.bmp,125,125
7546.bmp,126,126
7547.bmp,127,127
7548.bmp,128,128
7549.bmp,129,129
7550.bmp,130,130
7551.bmp,131,131
7552.bmp,132,132
7553.bmp,133,133
7554.bmp,134,134
7555.bmp,135,134
7556.bmp,136,135
7557.bmp,137,137
7558.bmp,138,138
7559.bmp,139,139
7560.bmp,140,140
7561.bmp,141,140
7562.bmp,142,142
7563.bmp,143,143
7564.bmp,144,144
7565.bmp,145,145
7566.bmp,146,146
7567.bmp,147,147
7568.bmp,148,143
7569.bmp,149,149
7570.bmp,150,150
7571.bmp,151,151
7572.bmp,152,152
7573.bmp,153,153
7574.bmp,154,154
7575.bmp,155,155
7576.bmp,1,1
7577.bmp,2,2
7578.bmp,7,7
7579.bmp,8,8
7580.bmp,18,16
7581.bmp,21,21
7582.bmp,22,22
7583.bmp,23,23
7584.bmp,24,24
7585.bmp,25,25
7586.bmp,26,26
7587.bmp,27,27
7588.bmp,28,28
7589.bmp,29,29
7590.bmp,30,30
7591.bmp,31,31
7592.bmp,32,32
7593.bmp,33,33
7594.bmp,34,34
7595.bmp,35,35
7596.bmp,36,36
7597.bmp,37,37
7598.bmp,38,38
7599.bmp,39,39
7600.bmp,40,40
7601.bmp,41,41
7602.bmp,42,42
7603.bmp,43,43
7604.bmp,44,44
7605.bmp,45,45
7606.bmp,46,46
7607.bmp,47,47
7608.bmp,48,48
7609.bmp,49,145
7610.bmp,50,50
7611.bmp,51,51
7612.bmp,52,52
7613.bmp,53,53
7614.bmp,54,54
7615.bmp,55,37
7616.bmp,56,56
7617.bmp,57,57
7618.bmp,58,58
7619.bmp,59,59
7620.bmp,60,60
7621.bmp,61,61
7622.bmp,62,62
7623.bmp,63,63
7624.bmp,64,64
7625.bmp,65,65
7626.bmp,66,66
7627.bmp,67,67
7628.bmp,68,68
7629.bmp,69,69
7630.bmp,70,70
7631.bmp,71,71
7632.bmp,72,72
7633.bmp,73,73
7634.bmp,74,74
7635.bmp,75,75
7636.bmp,76,76
7637.bmp,77,77
7638.bmp,78,78
7639.bmp,79,79
7640.bmp,0,0
7641.bmp,81,81
7642.bmp,82,82
7643.bmp,83,83
7644.bmp,84,84
7645.bmp,85,85
7646.bmp,86,86
7647.bmp,87,87
7648.bmp,88,88
7649.bmp,89,89
7650.bmp,90,90
7651.bmp,91,91
7652.bmp,92,92
7653.bmp,93,93
7654.bmp,94,94
7655.bmp,95,95
7656.bmp,96,96
7657.bmp,97,97
7658.bmp,98,98
7659.bmp,99,99
7660.bmp,100,100
7661.bmp,101,101
7662.bmp,102,102
7663.bmp,103,103
7664.bmp,104,104
7665.bmp,105,105
7666.bmp,106,106
7667.bmp,107,107
7668.bmp,108,108
7669.bmp,109,109
7670.bmp,110,110
7671.bmp,111,111
7672.bmp,112,112
7673.bmp,113,113
7674.bmp,114,114
7675.bmp,115,115
7676.bmp,116,116
7677.bmp,117,117
7678.bmp,118,118
7679.bmp,119,119
7680.bmp,120,120
7681.bmp,121,121
7682.bmp,122,122
7683.bmp,123,123
7684.bmp,124,123
7685.bmp,125,125
7686.bmp,126,126
7687.bmp,127,127
7688.bmp,128,128
7689.bmp,129,129
7690.bmp,130,130
7691.bmp,131,131
7692.bmp,132,131
7693.bmp,133,133
7694.bmp,134,134
7695.bmp,135,135
7696.bmp,136,136
7697.bmp,137,137
7698.bmp,138,138
7699.bmp,139,139
7700.bmp,140,140
7701.bmp,141,141
7702.bmp,142,142
7703.bmp,143,143
7704.bmp,144,144
7705.bmp,145,145
7706.bmp,146,146
7707.bmp,147,147
7708.bmp,148,148
7709.bmp,149,149
7710.bmp,150,150
7711.bmp,151,151
7712.bmp,152,152
7713.bmp,153,153
7714.bmp,154,154
7715.bmp,155,117
